Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track,,
Someone Like You,21' Sampler,Adele,1/18/11,GBBKS1000351,"1,345",40.5,"1,925,879,064","211,527","80,288,449",75,"759,564,393","4,034,527","102,404","46,563,916","401,049,702","188,798,506",249,"56,055",118,121,"819,281",90,"1,114,782,026","1,198,407",,"14,474,611",,0,,
Burn,VULTURES 1,Kanye West,2/9/24,QZ7XS2400009,"1,349",40.4,"147,150,985","20,185","6,611,833",,"3,917,468","41,465",,,,,6,"2,138",,4,"32,135",2,,,,"46,704",,1,,
Ronald,Ronald,Falling In Reverse,5/7/24,USEP42414003,"1,357",40.3,"17,589,316","3,463","4,194,033",72,"11,826,358","390,500",,,,"11,245,138",9,355,2,11,"342,056",15,"982,836","1,163","129,734","168,164",,1,,
Boss Bitch,Boss Bitch,Doja Cat,1/23/20,USAT21907355,"1,352",40.3,"878,349,171","126,275","47,587,177",70,"522,643,821","6,171,768","1,243,962","497,520,292","3,582,425,112","34,643,382",107,"12,503",,90,"708,790",21,"21,139,093","36,644",,"3,613,901",,0,,
Ballena,Ballena,Vulgo FK,7/13/23,BRRGE2300535,"1,354",40.3,"174,583,156","28,303","9,617,276",66,"160,585,664","1,054,820","40,600","14,352,909","181,541,988","7,893,205",20,17,,23,"288,762",15,,,,"183,816",,0,,
one of wun,One of Wun,Gunna,5/10/24,USAT22403358,"1,356",40.3,,,,,,,,,,,75,33,,11,"1,437,678",25,"3,744,132",573,"2,742,491","172,720",,0,,
Tal Vez,Tal Vez,Paulo Londra,4/3/19,USWL11900063,"1,350",40.3,"751,585,271","75,691","21,188,829",67,"1,245,024,291","7,965,155","445,243","23,744,405","173,903,141","164,749,104",28,"7,496",,22,"75,714",19,"2,097,634","3,306",,"1,591,441",,0,,
Cynical,Cynical,twocolors,6/30/23,DEUM72307092,"1,363",40.2,"112,737,954","20,339","47,189,903",41,"37,013,758","255,685","1,691","12,949","119,315","77,922,145",26,"154,407",38,43,"1,568,135",24,"1,933",8,,"1,934,390",,0,,
These Words,These Words,Badger,4/5/24,GBARL2400375,"1,360",40.2,"57,562,320","9,301","84,272,492",78,"2,769,869","33,766",,,,,50,"6,714",,47,"1,691,813",44,"67,746",193,"16,520","314,122",,0,,
Robarte un Beso,Robarte un Beso,Carlos Vives,7/28/17,USSD11700301,"1,361",40.2,"658,225,560","53,101","23,936,663",72,"1,852,547,490","5,711,737","77,800","7,565,426","79,388,652","267,348,940",47,"16,167",122,51,"344,462",47,"65,265,415","23,975",,"2,853,977",,0,,
Vida Gangster,Vida Gangster,Lauty Gram,12/8/22,QZW9M2268068,"1,358",40.2,"105,604,106","20,571","4,824,421",56,"161,745,200","938,841","1,776,600","145,856,351","1,721,191,403","774,814",,178,,3,"3,434",1,,,,"329,440",,1,,
Those Oldies but Goodies,Little Caesar and The Romans: The Extended Play Collection,Little Caesar & the Romans,7/22/14,GBQ2F1157401,"1,368",40.1,,42,"3,735",,,,,,,,,,,,,,"42,819,628","3,780,513",,,,0,,
Dark Horse,The Top Music of the World,Katy Perry,11/27/13,FR6V82106359,"1,369",40.1,,8,22,,"3,738,385,281","17,685,730",,,,"1,847,342,985",,,,,,,,,,,,0,,
Hass Hass,Hass Hass - Single,Diljit Dosanjh,10/27/23,INW262318603,"1,370",40.1,"106,514,756","10,191","8,686,387",70,"148,785,957","1,400,528",,982,"15,940","252,982,308",13,"2,009",,2,"10,573",37,,,,"289,631",,0,,
You Got It,You Got It,Vedo,3/6/20,USUYG1299206,"1,367",40.1,"378,584,974","56,415","7,671,267",64,"116,036,942","1,608,398","6,285,147","663,072,442","5,568,445,890","8,056,027",24,511,188,1,469,11,"85,306,463","40,301",,"2,143,649",,1,,
LDR,LDR,Shoti,8/27/22,QZNWS2249445,"1,365",40.1,"37,027,643","5,646","1,050,088",57,"592,859,063","1,724,454","74,737","5,398,232","70,116,244","11,009,395",1,,,,,,,,,"44,360",,0,,
LA NOCHE DE ANOCHE,EL ï¿½ï¿½LTIMO TOUR DEL M,Bad Bunny,11/27/20,QMFME2066840,"1,376",39.9,"990,189,999","120,639","37,168,821",71,"354,318,464","2,521,106","183,400","27,563,213","229,672,086","4,102,070",134,"34,273",81,71,"2,794,787",49,"87,824,752","17,737",,"1,742,777",,0,,
Fuk Sumn,VULTURES 1,Kanye West,2/9/24,QZ7XS2400010,"1,375",39.9,"120,079,689","21,002","57,426,798",,"1,915,309","53,533",,"1,300,000","7,100,000",,6,191,,9,"77,600",,,,,"173,216",,1,,
Royals,The Love Club EP,Lorde,1/1/12,NZUM71200031,"1,386",39.8,"1,232,502,989","163,195","59,733,007",73,"349,747,981","2,670,057","66,399","21,267,910","198,680,803","1,928,028",195,"202,396",356,128,"549,211",74,"969,328,430","1,394,097","1,047,111","16,239,587",,0,,
Charm,Charm (Sped Up),Rema,4/26/23,NGA3B2314006,"1,387",39.8,"111,124,873","35,929","7,199,181",65,"103,077,029","789,321","266,204","24,751,762","291,086,000","38,712,452",64,"9,139",34,19,"658,689",20,"638,711",837,"2,455,903","2,072,597",,1,,
prove it,prove it,21 Savage,1/10/24,USSM12309169,"1,388",39.8,"88,224,186","19,035","10,935,183",,"22,896,192","261,389",,"1,800,000","9,100,000","5,677,090",19,"3,251",31,5,"207,552",14,"7,411,456","3,696",,"457,732",,1,,
Adan y Eva,Adan y Eva,Paulo Londra,11/5/18,USWL11801206,"1,383",39.8,"915,772,593","85,897","24,226,776",70,"1,320,370,692","7,869,990","405,778","13,302,015","107,834,415","278,921,137",45,"10,796",28,41,"245,201",24,"3,564,174","5,042",,"2,131,758",,0,,
No Lie,Dua Lipa (Complete Edition),Sean Paul,1/1/15,GBUM71604557,"1,384",39.8,"1,162,659,862","180,669","44,962,652",76,"1,613,180,283","10,775,520","1,238,811","118,826,179","1,580,838,186","537,164,148",86,"43,960",15,58,"333,855",18,"20,537,955","19,010","987,933","13,852,674",,0,,
The Astronaut,The Astronaut,JIN,10/28/22,USA2P2230326,"1,382",39.8,"422,186,660","12,509","19,653,160",79,"111,977,553","5,607,295","309,947","60,752,690","296,725,035","243,714,840",10,"17,017",,9,"1,696,802",8,"1,642,033",622,,"16,922,782",,0,,
Gogo Dance,SABIDURIA,El Alfa,4/7/22,QM4TX2261587,"1,385",39.8,"122,568,157","29,662","6,577,251",64,"208,114,605","1,550,438","2,465,021","817,858,920","9,097,455,103","505,317",7,"4,532",551,3,"11,224",18,"10,444,115","5,832",,"1,211,590",,1,,
Komang,Komang,Raim Laode,8/17/22,SGB502228663,"1,378",39.8,"329,763,216","16,110","3,893,973",70,"98,333,231","661,439","2,849,800","293,982,530","3,870,057,710",,7,"3,265",,,,,,,,"108,281",,0,,
The Spectre,The Spectre,Alan Walker,9/15/17,NOG841713010,"1,395",39.7,"428,110,164","67,602","15,209,777",67,"1,517,036,583","14,141,233","2,369,610","157,496,340","1,924,971,468","342,164,180",25,"8,689",,18,"173,266",18,"24,331,598","26,516",,"3,283,494",,0,,
DARARI,THE SECOND STEP : CHAPTER ONE,TREASURE,2/15/22,KRA402100151,"1,396",39.7,"224,285,122","23,891","5,328,396",63,"171,821,740","3,263,544","3,250,466","181,066,454","1,829,158,410","11,752,273",9,"8,636",23,,,8,"75,877",144,,"869,565",,0,,
No Te Quieren Conmigo,No Te Quieren Conmigo,Gaby Music,12/15/23,USUM72315218,"1,394",39.7,"138,904,532","20,215","29,032,126",,"39,976,674","388,349",,"11,307","90,800","417,363",13,"5,166",,22,"2,585,657",4,"385,632",428,"420,249","540,710",,0,,
More than you know,More than you know,NoSpace,7/25/22,QZMEM2268044,"1,397",39.7,"2,030",5,33,2,"679,269,509","4,540,153",,,,"343,047,125",,4,,,,,,,,5,,0,,
Shower,Crave Vol. 9 (Mixed By DJ Havana Brown),Becky G,1/1/14,USRC11400866,"1,390",39.7,"809,840,469","110,573","53,838,139",73,"550,108,518","5,249,510","11,713,354","356,438,722","2,999,189,391","147,050,306",57,"3,969",18,40,"138,495",14,"258,494,423","360,627",,"5,450,599",,0,,
Chatak Matak,Chatak Matak,Renuka Panwar,12/19/20,INT502012314,"1,391",39.7,"24,806,000","1,588","347,235",54,"1,101,262,266","4,034,311","677,800","3,453,758","95,059,447","1,919,497",1,,,,,,,,,"54,406",,0,,
FRIENDS,Speak Your Mind,Marshmello,1/1/15,GBAHS1800025,"1,399",39.6,"1,436,709,386","148,480","33,658,538",70,"1,135,381,625","14,015,049","4,146,562","86,991,331","930,637,366","2,019,493,544",121,"20,897",218,65,"674,117",26,"211,818,278","230,433",,"11,299,124",,1,,
FINA,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/23,QMFME2364183,"1,398",39.6,"226,576,178","32,219","19,829,075",78,"37,510,571","455,214","4,562","10,845,422","92,737,977","29,122",31,"3,898",67,13,"661,964",11,"5,226,528","1,565",,"335,905",,1,,
Come back to me,Come back to me,RM,5/10/24,USA2P2421306,"1,400",39.6,"44,991,905","1,389","24,249,059",84,"14,842,438","2,098,992","31,300",,,"124,294,603",16,393,,15,"621,509",8,"224,802",38,,"58,013",,0,,
Love Me Again,Layover,V,8/11/23,USA2P2339030,"1,402",39.5,"626,153,696","13,455","18,636,467",82,"95,442,324","4,491,977","213,624","54,975,210","335,526,234","166,154,392",7,"3,016",19,16,"2,070,072",8,"3,209,084",366,,"377,532",,0,,
Control,Control,Zoe Wees,3/13/20,GB2DY2000093,"1,407",39.5,"457,848,626","81,641","24,075,887",66,"246,089,222","2,528,574","1,084,078","222,895,441","1,783,816,089","247,920,172",52,"180,385",24,32,"450,565",13,"62,974,334","16,964","7,465,200","6,554,675",,0,,
Die For You,SMITHEREENS,Joji,11/4/22,USWB12203732,"1,412",39.4,"363,300,065","74,276","30,821,017",71,"77,291,326","1,109,516","119,854","41,196,230","352,701,529","6,842,555",36,"20,078",30,6,"275,763",13,"2,553,943","1,561","2,916,758","601,440",,0,,
Accendio,IVE SWITCH,IVE,4/29/24,QM4TX2478221,"1,418",39.2,"12,367,963","1,027","749,609",72,"33,432,764","738,560",,,,,7,102,,1,91,2,"33,910",15,"51,222","30,525",,0,,
Deep End,Deep End,Fousheï¿,7/31/20,USRC12002568,"1,417",39.2,"277,505,000","76,388","9,447,547",56,"126,075,119","2,454,637","4,256,904","332,625,712","3,120,170,735","224,234",108,"48,728",52,36,"1,529,118",12,"14,909,499","10,457",,"7,454,274",,1,,
Loosing interest,Missing,Kurochuu,6/9/24,CA5KR2466576,"1,419",39.2,"43,492,280",2,"2,190",4,,,,,,,,,,,,,,,,,,0,,
Turbo S,PISTOLER POESI OCH SEX,Yasin,2/28/23,SE5752322602,"1,416",39.2,"2,109,876","1,764","32,374",33,"435,442,321","3,682,385",,89,"1,239",,,5,,,,,,,,,,1,,
Mi Bello Angel,Nata Montana,Natanael Cano,6/30/23,USWL12301027,"1,421",39.1,"349,522,530","23,359","14,819,855",76,"146,063,277","734,128","8,095","9,061,160","55,484,022","242,792,313",19,"1,264",,8,"1,485,972",8,"8,057,504","3,441",,"389,913",,1,,
After Hours,After Hours,The Weeknd,2/19/20,USUG12000586,"1,424",39,"942,637,026","146,801","30,163,694",75,"335,729,967","2,785,787","93,883","65,547,896","663,247,978","103,976,790",77,"6,999",,25,"380,791",12,"21,963,852","20,198","11,959,953","5,916,135",,0,,
The Middle,The Middle,Zedd,1/23/18,USUM71800463,"1,432",38.9,"1,503,269,550","135,666","65,498,300",72,"377,475,040","3,036,719","150,455","11,239,779","92,310,567","229,524,109",207,"266,988",229,188,"371,956",91,"337,132,853","193,321",,"8,500,939",,0,,
Pompeii,Bad Blood (The Extended Cut),Bastille,1/1/13,GBAAA1200795,"1,434",38.9,"1,590,278,292","259,895","65,869,505",71,"892,426,661","6,706,344","228,568","72,385,788","587,669,621","202,778,447",153,"146,538",299,111,"467,038",77,"536,880,285","538,789",,"14,002,280",,0,,
Hold On,Hold On,Justin Bieber,3/5/21,USUM72102322,"1,433",38.9,"749,776,475","98,447","21,788,917",65,"255,815,308","3,672,693","48,025","27,478,023","250,017,692","303,917,292",129,"162,314",32,225,"458,830",33,"90,646,001","13,910",,"1,953,031",,0,,
I Like It,Invasion of Privacy,Cardi B,4/6/18,USAT21801431,"1,439",38.8,"1,624,314,065","175,421","77,421,150",72,"50,292,845","526,148","1,382,427","103,052,825","1,060,409,911","93,415,742",331,"117,778",7,152,"1,207,198",83,"390,876,857","322,758",,"53,850",,1,,
Modo DND,Modo DND,Xavi,10/28/23,USA2P2352296,"1,437",38.8,"186,482,379","11,318","9,655,843",,"123,373,203","596,064",,,,"960,027,238",2,123,,10,"2,327,932",1,"3,940,214","1,341",,"316,408",,1,,
THANK GOD,UTOPIA,Travis Scott,7/28/23,USSM12305005,"1,440",38.8,"159,483,318","53,828","5,159,560",68,"22,293,256","275,511","2,957","360,654","3,252,732","1,602",14,160,,3,"67,246",10,"600,074",528,,"301,658",,1,,
Home,Home,Edith Whiskers,10/16/20,GBVHN2000009,"1,441",38.8,"382,143,321","98,433","18,158,287",65,"97,046,738","1,206,503","3,427,248","1,773,657,538","12,626,614,888","11,006",7,116,176,5,"100,685",,"1,117,990","2,788","6,306,655","3,370,245",,0,,
Si Te Pudiera Mentir,Simplemente Gracias,Calibre 50,8/16/19,QM2EJ1500417,"1,444",38.7,"497,062,969","39,746","21,866,121",69,"1,089,614,100","3,109,366","666,400","63,170,710","774,581,354","51,691,986",16,"12,701",72,14,"1,854,950",36,"73,581,243","13,494",,"1,647,173",,0,,
One Of Your Girls,Something To Give Each Other,Troye Sivan,10/13/23,AUUM72300179,"1,443",38.7,"222,373,201","24,491","38,080,713",,"31,161,634","637,860","58,124","63,927,414","568,978,171","1,674,766,604",50,"31,410",144,36,"1,130,992",37,"553,799","1,079",,"556,768",,0,,
Tell Em,Tell Em,Cochise,5/28/21,USSM12103018,"1,442",38.7,"499,262,863","156,928","20,525,072",70,"131,002,845","1,651,190","210,388","100,113,236","685,647,449","16,171,132",22,272,53,7,"67,108",,"3,380,486","9,659",,"3,065,126",,1,,
Close Eyes,Close Eyes,DVRST,2/1/21,QZHN82186053,"1,448",38.6,"495,840,131","118,862","32,562,324",70,"387,463,291","5,208,321","449,015","241,463,961","2,643,309,542","29,716,281",27,"1,608",,4,"83,840",2,"5,168,428","5,733",,"3,204,964",,1,,
Mr Pot Scraper,Mr Pot Scraper - Single,Bossman Dlow,2/23/24,USQX92400597,"1,446",38.6,"19,565,712","3,586","6,501,678",,"32,474,495","238,892",,"7,618,281","51,520,600","189,230,651",16,26,128,5,"129,440",10,"2,831,222","2,605","3,809,282","271,898",,1,,
LA DURANGO,LA DURANGO,Peso Pluma,5/9/24,QM6N22400640,"1,447",38.6,"42,032,763","2,684","48,467,220",79,"12,120,768","209,919",,,,"2,297,932",28,17,,7,"1,333,180",25,"1,015,922",311,,"79,826",,1,,
Please Me,Please Me,Cardi B,2/15/19,USAT21811659,"1,449",38.6,"551,035,247","58,065","19,199,798",70,"709,288,321","7,563,367","419,566","38,208,611","244,717,002","459,597,096",42,"51,761",33,35,"348,557",13,"191,472,793","129,256","25,841,765","2,677,590",,1,,
El Hijo Mayor,El Hijo Mayor - Single,Junior H,5/20/22,USWL12200441,"1,450",38.6,"357,445,095","30,881","19,190,261",71,"402,629,804","1,360,903","237,800","53,362,153","717,809,876","7,535,944",6,10,,4,"155,594",5,"5,916,348","4,154","2,487,805","686,504",,1,,
LA FAMA,LA FAMA (feat. The Weeknd) - Single,ROSALï¿½,11/11/21,USSM12107750,"1,453",38.5,"459,476,092","79,169","20,678,333",69,"301,677,718","2,245,842","55,272","38,358,977","399,821,879","462,649,059",87,"63,710",464,46,"1,485,067",45,"3,528,286","5,647",,"3,574,604",,0,,
TIL FURTHER NOTICE,UTOPIA,Travis Scott,7/28/23,USSM12305020,"1,451",38.5,"133,152,051","55,843","7,668,430",71,"10,008,757","138,349","2,927","964,979","7,150,381","2,984",8,41,,4,"113,267",,"622,713",531,,"478,358",,1,,
LOKERA,LOKERA,Rauw Alejandro,7/25/22,USSD12200700,"1,452",38.5,"656,416,971","74,344","55,382,119",75,"58,769,088","325,798","293,693","109,562,958","1,039,707,434",,75,"35,346",249,29,"2,015,748",47,"33,566,910","4,454",,"1,394,827",,1,,
cardigan,folklore,Taylor Swift,7/24/20,USUG12002836,"1,458",38.4,"1,307,283,069","94,169","67,796,903",80,"250,157,022","3,792,791","1,470,630","374,412,871","2,941,268,049","280,717,147",131,"54,624",11,104,"361,732",85,"21,437,551","24,674",,"4,686,324",,0,,
Amanece,Amanece,Anuel AA,12/14/18,USDXS1806044,"1,457",38.4,"784,096,553","80,071","22,684,253",77,"979,304,024","4,295,929","78,500","8,119,129","98,951,834","153,169,651",31,"7,211",26,8,"63,513",11,"100,876,561","12,268","17,640,877","1,503,816",,0,,
Popular,Popular,The Weeknd,2/22/24,USUMV2302771,"1,459",38.4,"811,545,581",1,65,,,,,,,,,,,,,,,,,,,1,,
King Shit,Leo,Shubh,1/5/24,QMFMG2357540,"1,455",38.4,"84,030,576","4,988","9,741,006",71,"107,773,139","1,537,321",,,,"236,248,537",14,175,,2,"6,948",11,"31,686",27,,"205,897",,0,,
LA INOCENTE,Microdosis,Mora,4/1/22,QM4TX2252954,"1,461",38.4,"736,983,718","92,256","38,659,924",76,"97,778,011","619,019","343,800","74,611,902","559,279,404",,42,"20,516",48,21,"10,512,345",36,"2,465,152","1,503",,"1,849,683",,1,,
GASLIGHT,GASLIGHT,INJI,4/14/22,QZHN32201081,"1,463",38.3,"17,756,452","8,421","1,500,039",48,"1,602,919","27,727","4,400,171","260,882,262","5,068,567,775",,1,267,56,,,,"29,804",,,"186,114",,1,,
VIBEZ,KIRK,DaBaby,9/27/19,USUM71919281,"1,470",38.2,"432,315,500","95,756","16,692,750",59,"161,619,855","1,879,161","5,017,600","146,241,546","1,119,929,038","6,676,480",38,"44,945",202,11,"9,718",,"85,830,613","38,488",,"1,172,142",,1,,
Se Grita,Reinsertado,Morad,5/12/23,QM6N22330624,"1,474",38.2,"142,131,977","47,009","7,163,568",69,"81,587,375","506,426","137,704","28,652,947","274,170,598",,10,"2,627",,8,"708,924",11,"1,115",9,,"1,158,542",,1,,
HYAENA,UTOPIA,Travis Scott,7/28/23,USSM12305004,"1,468",38.2,"137,071,285","47,247","5,437,356",68,"16,951,175","234,706","2,104","740,328","5,731,192",,9,360,,7,"130,827",10,"322,160",629,"3,791,422","105,824",,1,,
KICK BACK,KICK BACK,Kenshi Yonezu,10/12/22,JPU902203702,"1,469",38.2,"360,816,226","61,627","7,633,366",70,"171,459,970","1,769,697","242,682","120,113,199","1,353,881,739","539,775,263",35,"2,928",,8,"54,591",4,"880,678","2,564","317,508","486,018",,0,,
Tu hai kahan,Tu hai kahan,AUR,6/10/23,QZMEM2351612,"1,472",38.2,"218,471,293","16,445","7,312,501",72,"218,599,817","4,720,491",,,,"881,188,488",4,290,,2,"1,475",6,,,,"517,594",,0,,
Truth or Dare,TYLA,Tyla,12/1/23,USSM12308650,"1,480",38.1,"91,143,676","13,407","30,382,319",77,"31,174,494","570,689",629,"8,970,312","95,419,062","3,467,570,606",58,"49,386",226,41,"380,101",32,"5,215,909","2,625",,"704,867",,0,,
Just the Way You Are,Just The Way You Are,Bruno Mars,7/20/10,USAT21001269,"1,477",38.1,"2,099,862,852","233,719","148,404,419",79,"2,218,318,671","10,649,958","372,986","48,743,057","411,934,018","1,777,493,774",174,"331,536",429,123,"1,032,117",65,,,,"9,609,553",,0,,
Rasputin,Rasputin,Majestic,2/26/21,DEE862100256,"1,481",38.1,"613,000,788","152,363","73,448,130",73,"68,681,033","645,892",523,"88,996","1,560,809",,124,"134,879",,98,"2,668,695",37,"4,694,082","3,303","2,791,732","3,038,650",,0,,
Heartless,Heartless,The Weeknd,11/27/19,USUG11904007,"1,486",38,"975,754,682","137,196","28,066,964",73,"222,977,264","2,542,926","52,181","30,592,047","210,080,661","217,215,456",99,"105,042",155,36,"287,898",25,"108,935,183","44,668","19,179,795","2,433,408",,1,,
Upa Cavalinho,"Galinha Pintadinha, Vol. 4",Galinha Pintadinha,7/1/14,BRP8C1200082,"1,485",38,"13,615,330","1,140","407,642",49,"3,024,886,279","7,956,355","201,540","6,854,117","112,054,234","14,580",,3,,2,"11,063",2,,,,"13,860",,0,,
Show Time,Show Time,SUPER JUNIOR,6/11/24,KRA302400197,"1,491",38,,31,"2,988,530",39,"3,657,483","57,391",305,,,,2,7,,1,"337,935",16,37,,,303,,0,,
Mirrors,Songs For The Philippines,Justin Timberlake,1/1/13,USRC11300059,"1,487",38,"1,047,154,254","168,622","53,352,470",74,"1,401,802,614","7,138,440","912,741","259,542,276","2,060,063,173","1,784,521,360",106,"85,485",69,74,"484,204",47,"478,391,258","378,791",,"14,564,665",,0,,
we fell in love in october,we fell in love in october / October Passed Me By,girl in red,1/1/18,GBKPL1828677,"1,490",38,"1,034,272,727","201,381","54,919,566",77,"235,190,444","4,584,548","2,469,242","313,991,722","2,226,783,393","9,309,862",37,"1,675",51,24,"270,287",50,"10,135,078","21,017","30,020,995","2,050,181",,0,,
Sorry Not Sorry,Sorry Not Sorry,Demi Lovato,7/11/17,USUM71707196,"1,489",38,"1,156,601,592","78,398","28,404,966",67,"782,935,937","6,789,404","1,711,789","39,636,079","278,587,450","35,991,832",60,"62,717",306,68,"301,972",31,"387,403,961","283,108",,"3,291,558",,1,,
X ESO BB,X ESO BB,Jere Klein,8/10/23,UYB282393001,"1,484",38,"124,155,654","18,514","4,998,854",66,"172,727,223","201,753",,,,"175,089,061",3,"2,617",,7,"6,634,256",,"7,227",12,,"137,962",,1,,
The Lazy Song,Doo-Wops & Hooligans,Bruno Mars,10/5/10,USAT21001886,"1,496",37.9,"950,810,060","151,801","51,937,840",72,"2,903,165,526","16,099,406","1,646,512","89,468,350","852,185,637","1,712,813,921",66,"121,835",51,188,"305,090",19,"282,572",174,,"5,749,737",,0,,
Sex Sounds,True 2 Myself,Lil Tjay,10/11/19,USSM11909049,"1,495",37.9,"413,974,601","110,016","7,011,141",69,"157,947,172","1,678,467","1,100,476","57,769,616","438,050,984","5,828,058",9,159,2,5,"49,203",,"15,614,924","49,563","52,862,267","2,444,154",,1,,
Asiwaju,Asiwaju,Ruger,11/14/22,GBARL2202349,"1,498",37.9,"108,133,711","34,390","4,480,387",18,"122,293,855","619,448","1,000,047","13,992,725","173,486,714","9,267,087",35,"6,133",22,12,"585,409",19,"1,287,462",335,"2,821,424","2,409,680",,1,,
Sticky,"Honestly, Nevermind",Drake,6/17/22,USUG12204888,"1,492",37.9,"253,177,498","83,779","16,621,189",66,"79,370,407","913,062","141,579","62,240,027","612,598,555","99,651,539",40,"2,011",826,10,"190,743",23,"28,529,396","12,106","8,402,779","1,006,549",,1,,
Centuries,Centuries,Fall Out Boy,9/9/14,USUM71412644,"1,501",37.9,"1,184,571,362","180,715","48,698,123",75,"829,829,470","7,984,888","200,505","28,001,951","254,037,168","42,185,831",71,"54,050",205,46,"163,430",42,"613,556,624","443,955","9,188,607","5,556,481",,0,,
What Makes You Beautiful,Up All Night,One Direction,1/1/11,GBHMU1100018,"1,494",37.9,"1,265,397,717","175,809","81,950,675",80,"1,864,674,236","16,322,948","102,425","69,075,817","437,246,025","569,428,484",132,"130,026",244,65,"674,257",51,"371,873,876","841,626",,"7,288,548",,0,,
Sweetest Pie,Sweetest Pie - Single,Megan Thee Stallion,3/11/22,QMCE32200232,"1,500",37.9,"359,563,711","50,913","44,666,984",64,"129,735,943","1,701,169","9,283","3,216,719","35,564,746","4,873,958,099",51,"276,136","1,460",26,"169,737",62,"23,711,164","9,159",,"1,702,634",,1,,
